"pagina","texto","error"
66,"LA PRINCESA BELLA 67

prou amb fepnes ses dames per aconhortar-la qual-
que poch, p ho varen haver de fer de tot, perque
li apuntús una micoya sa mitja riapa a sa boca.

Lo'ndemó ses dames fa tornaven pentinar dalt
es terrat amb sa pinteta de plata. Com estaven a
mitjes astes, s'entrega de bell nou aquell diantre
d'esbart d'aucellets verts, volant volant, es capo-
ral se tira afuat com un falcó demunt es flochs de
cabeps de la princesa, tot rossos p acaragolats, p
que se bellugaven dins ses mans de ses dames,
amb so béch agafa's cabepet més llarch, l'arra-
bassa de rèl, P ja'l se'n du per amunt 9 per amunt,
V tot s'esbart derrera ell, Y... jbona nit si't cCol-
guesl no'n véren pus la pols.

Y si trista s'era posada la princesa ets altres
dos dies, més s'hi posà aquest. Sa pena des cabe-
pet li reverdí ses nafres de sa pinteta p de sa ve-
ta, es seu coret s'aclucú de tot, al punt li veren
redolar per ses galtes unes llàgrimes com a ciu-
rons, esclafí en plors p llaments, la varen haver
de colgar, V no e-hi havia qui l'aconhortés.

Ses seues dames varen haver de dexar és seus
enginps de riure, perque com més fepen per de-
litar-la, era pitjor. La pobreta va perdre sa talent /
de tot: lo que menjava amb un dia, hauria cabut
dins mitja closca d'ou,

Es metjes bé giraven fupes, p se cremaven ses
cepes, estudia qui estudia, p se bupdaven es cap,
prova qui prova, a veure Si trobarien un remep
",NA
67,"68 RONDAYES MALLORQUINES :
per ella, però'l trobaven tant com sa coa des mox.
Y sa mesquina, com més anava, més se fonia, P
se vepa ben elar que sa seua fi havia d'esser ro-
mandre amb sa pell p ets ossos, Ç llavò fer cupro.

Es metjes lo que depen, que sa causa de tot
aquell caberboni era sa tristor que la se menjava,
y que Si la porien fer riure, tiraria es mal a sa pa-
ret, p aviat treuria faves d'olla.

El Rep apurat de tot, fa aquestes dietes: —Sia
el qui sia que fassa riure sa meua fia, si es homo
0 fadrí, se casarà amb ella: si es dona o casat, ten-
drú pa per tota la vida.

iBona la va haver dita'l repl Com la gent sen-
tí aquell sò, tothom. volgué ballar, perque troba-
ven que hu pagava provar-ho. Lo qu'ells depen: no
porem perdre res, P mos posam a guanyar molt,
Allà e-hi acudiren fips d'altres reps, comtes, mar-
quesos, cavallers, senpors grossos p de mitja mà
p d'a dobler un, amos, menestrals, mercaders,
conradors, veps, joves, fadrins, casats, viudos:
tothom hep volia un arrap.

N'hi anaven a boliehs, al uf, a voltes formant
flotons de vint, de trenta, de coranta. Hep hagué
día que n'hi anaren tants, qu'omplien cà'l reg, P
encara'n romanien defora una mala fi qu'espera-
ven, p eren capasses de parar dues o tres corte-
rades.

Es criats los fepen entrar d'en un en un dins sa
cambra ahont jepa la princesa, p devant ella tepen
",NA
68,"LA PRINCESA BELLA 69
o depen ses coses que dupen pensades per feria
riure. i MN

Allà se presentaren ets homos més facetos que l di LA
escaufava's sol, es més el diantre per tirar potxes / / l /
p contar coverbos P passos gustosos, qu'eren ca-—/ I
passes d'esclatar de riapes qualsevol: p féren tot. l i
quant varen sebre, però la princesa... jben alerta
a riure gensl Allà li dugueren corones, tumba- — l
gues, anells, botonades p braceroles d'or, dia-
mants p demés pedres precioses, vestits nous de —
seda, lama p tissú, garlandes p ramells de flors, V
panades que'n xaparles Sortien de dins elles una ec
partida d'aucells volant, falcons ensenpats Q ca"" /
darneres criades que fepen ses mil proeses p ses J
coses més rares, però la princesa, jben alerta a rit-
re gensl Allú hi anaven homos que li fepen, de-
vant, s'upastre esbrancat, altres que sabien escar-
nir de lo millor seus veus de tots quants d'animals
se conexen, hep anaven dones amb bigots, homos
barbuts amb rebosillos posats p un forch d'aps per
coa, lent carusses p visatjes, altres que menaven
asets amb calsons, someres amb monpo, cans amb .
gavardines, endiots mocador a coll, moxos amb
volant, galls de llevor amb faldetes, mostels un-
tats d'oli que los pegaven foch p fogien corrents
fent flamada, però la princesa jben alerta a riure
gensl... més tost se posava pitjor. Y se fonia una
cosa espantosa, p es metjes no sabien per hont 1
pendre, P el rep P la repna, amb un coret com una
T. e—5.
",NA
69,"70 RONDAYES MALLORQUINES :
llentia p perdudes casi totes ses esperanses, qu'es
lo derrer que se pert, a voltes s'arrebassaven es
cabeps a grapades, a voltes se pegaven amb so
cap pe'ses parets.

No hi havia ciutat, vila ni llogaret, ahont se
pariàs d'altra cosa més que d'axò de la princesa,
p ningú hi sabia donar volta com poria haver
aferrat un enutx tan gros, p que li hagués fetes ses
riapes tan endins.

Lo qu'es diu a Capdepera n'hi havia molts
que'n tenien maldecaps, sobre tot ses dones. Allà
les hauríeu vistes fent llatra en es portal de cà-
seua, rallant de la princesa, just cadellets de molí,

aturant p tot la gent que passava.

Un dia, ses d'un carrer escometeren una japeta
qu'estava a un llocarró, p pujava clares vegades
a la vila. Ja anava amb sos morros per sa terra,
no tenia cap dent, però sí una llengo ben fresca,
p una vista que travessava, Ç una cama de foch.

—Germaneta, (li digueren aquelles dones) ép
vos que hi deps a n'axò2

—A ne queP (respòn ella, posant forqueta).

— 4 Y que no hu sabeu2

—No sé de que'm resau: esplicauvos un poch
més, fietes meues dolses des meu cor.

Aquelles dones li contaren, pedres menudes,
tot s'andarivell de la princesa, ses dictes que'l rep
havia fetes, que per molts que n'hi anassen, Cap
era eapús de feria riure, Y que'l rep p tothom ja
havia perdut es coratje de tot,
",NA
70,"LA PRINCESA BELLA, 71

Com sa japeta sent allò, s'esclama: l I

—yç Y aquesta es vera2

—Passa de vera, (digueren aquelles): dema-
nau-ho a qualsevol, p Si no vos diuen que's axí,
que mos tapen sa coa: mos n'aconhortam. —

—No, fietes meues dolses p estimades de sa i
meua ànima: me basta lo que voltros me deps. 7
Tampoch no vos mir tan embuposes ni tan mènes, 3
que volgueu emblanquinar una dona de bé com
som jo, Deu no m'ho tenga en retret ni en vana-
glòria. Sobre tot, fietes meues dolses de sa meua
únima, no us poreu tigurar lo contenta que m'heu
feta amb aquesta nova que m'heu donada. 4 Vol
dir el rep ha fetes unes dictes que's qui tassa riure
sa seua fia, se casarà amb ella si es fadrí, P Si no,
tendrú pa per la vida

—AXóÓ metex, germaneta, (respongueren aque-
lles a la una).

—Ydó me'n hi vatx ara metex a veure Si faré
tech, que Deu sab ets anps qu'encara redolaré per
aquí, p també es massa sobèrch haver-me de bas-
quetjar a sa meva edat es pa de cada dia. l

—IO quin cadufl (digueren aquelles, fent un
escàndol de riapes p crits com la sentiren). Però,
germaneta, (depen elles enrevoltant-la) :que vos
ha trebucat es seny2 gY allà hon molts de fips de
rep, comtes, marquesos, cavallers, amos, menes-
trals y conradors, p tots ets homos més devertits, /
facetos p trempats per tirar potxes p treure cover-
",NA
71,"712 RONDAYES MALLORQUINES

bos gustosos, han fets els ous en terra, vos figu-
rau vos no ferlos-hiP 4 Vos fer riure la princesa2...
iMare de Deu Santíssimal 4que no vós sou temuda
que feps plorera, per no dir un'altra cosaP 4 Que
no veps que vos treurún defora, en veure-vos2

—j Jesús, fietes meuesl (va respondre aquí sa
japa), jveam si""m menjareu a picadesl... jTampoch
no crech haver dita cap herejía ni haver fet tan de
mall Cadascú sab quin pa l'assacia, p si me'n hi
vatx, no crech que voltros hep hàjeu de posar cap
bestreta, ni m'haja d'emprar de ses vostres cames.
Hep aniré, P ara metex que hi aniré, Ç solquetjau
tot quant volgueu... jBon re-cap de cotril jveam
Si una dona de bé no poró fer lo que voldràl

Les dexa en porret: tenia dos doblers, se'n va
a comprar un panet per passar es camí, el xapa,
p hi ruya un dobler d'oli p un polset de sal, el posa
dins es senapó, p lo'ndemú, un'hora abans de
s'auba, amb sa roba més presentadora que tenia,
es senaponet en es bras P es gapatet, pren es ca-
mí de Ciutat, p de d'allàl amb unes bones passes.

Camina caminarés p pensa que pensa que havia
de dir a la princesa per ferla riure, no li venia res
que valgués un dobler de mach. Ja era a sa costa
de son Comelles, "") p encara no tenia res en es fus,
V ja comensava a fer contes P a estar mal a pler.

—3jFosca d'aubal (depa sa xarruch), dque serà
— G) Es un poch abans d'arribar a Montuiri, venint de Ma-
nacor a Ciutat.

.
",NA
72,"LA PRINCESA BELLA 73
cosa que fassem quetxa com ets altresP No seria
mala berbal

Assetsuaxí repara una fenopassa molt grossa,
trenta passes llunp des camí.

—jiO quina fenopassal (diu ella): ara la tench
d'arrabassar, p la me'n duré a la princesa, Y per
ventura la faré riure amb axò... jAnau a fer es
contes a gent local

Se'n va a sa fenopassa, l'agafa bé amb ses dues
mans, p li pega tirada amb tota sa forsa: l'arra-
bassa de rèl, p ja véren sa japa d'esquena. jO qui-
na culada que pegàl

—jApl (se posà a dir cridant), japl jsom mor-

. tal iJesús, bon Jesuset meul i Verge Santíssima del
sant Roserl... ija m'he romput s'os mestrel,. Ja
m'he feta benes s'espinadall... jja no seré dona
pusl... jap, dichl jaaapl

Com prou va haver cridat p se va esser lla-
mentada, s'esclamà:

—Sobre tot, ell no vetx ningú p'en lloch, p Si
jo metexa no m'axech, vatx a mú d'estar estesa
fins a la fi del mon.

AXÍ com pogué, s'axicó, se va asseure, s'es-
polsú, Ç a poch a poch, veu que no tenia, grúcies
a Deu, cap os romput, p que no més era estat es
cop. Llavó va reparar qu'allú hon havía arrabassa-
da sa fenopassa, e-hi havia un forat. Ja hu crech ,
que tot d'una li picà sa mosca d'aficar-hi ets ups,
p veu que tira endins ferm. E-hi pun un poch, p
",NA
73,"74 RONDAYES MALLORQUINES
se fa gran: ella s'afica, p per endins, V per en-
dins.

éQue me'n direu2 Ell e-hi degué estar tres o
quatre hores.

Al cap derrer torna sortir, fent unes riapes ses
més fresques del mon.

—jApl (deya ella) iJesús, quin panxó de riure
que m'he fetl /No havia rigut tant mapl yTench
por d'esclatar de tantes riapesl Tench por de tor-
nar fada amb aquest tant de riurel .. jSobre tot, ell
mos veurem ses caretes amb la princesal jQue'm
tiren d'una passa Si en contarli lo qu'he vist, no la
fas riurel /jNo se'n escapa de ses meues unglesl,.,
No res, no res: lo que m'interessa, es trompitxar,
que ja hauria d'esser a Ciutat, no fos cosa qu'un

altre me tragués sa carn de s'olla.

Y dque fa ellaP Tapa aquell forat amb pedres p
terra, e-hi dexa sembrada sa fenopassa de manera
que no fos conexedor que l'haguessen tocada, li
quedava mitx panet, p el se menjú amb una gana
major, veu un pou su-allà, pega una bona tímbola
d'apgo, se renta una mica, p, més fresca qu'una
cama-rotja, fris-lras, tris-tras, cap a Ciutat.

éQue m'en direu2 Ell e-hi va esser dins un pa-
rep d'hores. Es sol ja era post, roman a un hostal
de ses Enramades, p lo'ndemú se presenta a cà'l
rep, manades fetes p tota mesa.

La casa era plena, y e-hi devia haver, devant,
dues corterades de gent: uns qui entraven, ets al-
tres qui sortien, p els altres qui badocaven.
",NA
74,"LA PRINCESA BELLA 15

—4Y encara no ha rigut2 (depen, afanpantse,
es qui entraven).

—i Ni riurà mapl (depen, tot esmussos, es qui
sortien).

—jTot es fer retxes dins s'apgol (sentien per
un vent). —iTot es lladrar a estels dins un bassiotl
(sentien per un altre Vent).

. Y n'hi havia qualcun qui s'havia aficat dins es
Carabassot quela faria riure, P es tir li era Sortit - I
per sa culassa, que depa, tot escoat:

—iMal no rigués mapl

Y sempre n'hi havia un quèrn, al manco, de
malaxamussos, que responien:

—jiiAmentll

Sa japeta, com sentia allò, depa:

—jCoratjel jencara hi seré a tempsi jAnimetes :
santes del purgatori, que no fassa curtl

Comensa a aficarse de bon de veres dins es
botí de sa gent, P, colzades d'un vent p de S'altre,
no s'aturava de dir: /

—jLlecenciat iDexaume passarl jDexaume pas-
sar dichl /Veam si una criatura no porú passarl

Poreu fer contes que devia dir la gent, com
véren aquella veparda tan profidiosa p aficadissa.

—jDexaula passar a n'aquesta xarruchl (deyen,
tentli amples, perque n'eren astugosos).

—iXarruch o no xarruch, som axí com Deu
m'ha fetal (responia sa japa).

— Però squ'heu d'emperiolar per aquíP
",NA
75,"716 RONDAYES MALLORQUINES

—j Es cotril ique vos he de donar sa patent
joP Ses dictes del rep 4no criden tothom, sia vep
sia jove, sia homo, sia dona, sia el qui sia2

—y Esl jEsJ (cridava tothom) 49 aquesta mila-
na retuda, tot rúes p gép, més lletja que'l pecat,
vol fer riure la princesa

—iQue no veps, (li depa tothom) que lo que
feps es op2P que leps plorera2 que feps por2 que
no hu veps que no sou presentadora2 j Ell en veu-
re-vos, agafen ganes de dir: si éts bona cosa, ve-
pes que volsl

Bé n'hi digueren pera salar, però ella no s'atu-
rava map d'enforinyar p de lerse envant, p tant
s'hi va fer, qu'arribí a sa porta de Sa cambra de la
princesa, p aviat hep va esser dedins, Ç devant la

L princesa en persona.

—iJa poreu esser partida a descapdellari (li
digueren el rep p la reyna).

Ella s'arramba a n'es capsal des llit, p tota
xaravel-la, romp es foch d'aquesta manera:

—jBon dia tenga, senporeta mia, estel des
meus ups p alegria des meu corl

—Bon dia, comareta, (respòn la princesa amb
una veu ben fosca). .

—jO Deut (clamaren el rep p la reina p ses
dames): jp li ha contestatl

—IiQue no'm tapen es vent, senpor rep, per
amor del Bon Jesuset p de Maria Santissimetal
(diu sa japa), P, girada a la princesa, repren es seu
cap de fil: :
",NA
76,"LA PRINCESA BELLA 771

—lIdò ha de pensar p creure, senporeta mia,
que jo som una japeta de Capdepera, que n'estava
ben dejuna de tot lo que li ha passat p li passa a
Vossa Altesa, p tot d'una que m'ho han dit, som
venguda a peu d'aquell altre cap de mon... ja peu,
senyoreta mial

—jContau, comareta, contaul (diu la princesa
amb una veu una mica més clara).

—Y ha de pensar p creure, senporeta mia,
que jo m'en venia, pèu rossech, pèu rossech, amb
sos morros per sa terra, amb so senaponet en es
bras, pensa qui pensa que li havia de dir ú Vossa
Altesa que la fes riure, p no me venia res res en
es cap. Y a sa costa de son Comelles vetx una fe-
nopassa ben grossa ben grossa, p dich:—Ara l'he
d'arrabassar, p l'he de dur a la senyora princesa,
per ventura axò la farú riure. Li enteferr tirada
amb tota sa forsa, l'arrabés de rèl, pero jo vatx pe- l
gar de cul... jQuina culada tan teresta, senporeta
mial Crepa cert haverme romput s'òs mestre p
S'espinada, y e-hu hauria donat per ben romput,
sols per veure riure la senyoreta mia.

—jContau, comareta, contau, que m'agradaul
torna dir la princesa, ja amb una veu un poch més
viva, Y el rep Y la repna P ses dames, que comen-
saven a cobrar coratje.

—Y ha de creure p pensar, senyoreta mia, (re-
pren sa jaya), que com me vatx esser axicada p
espolsada, no hi va haver cap os romput, gracies
",NA
77,"78 RONDAYES MALLORQUINES

a Deu, no més va esser es cop. Repar qu'allà hon
havia arrabassada sa fenopassa s'era fet un forat,
e-hi puny un poch, P comensa a tornar gran Q
gran, p vatx veure que tirava endins ferm. Com
jo vetx allò, no vatx poder estar que no m'hi afi-
cés, senyoreta mia, Y ha de creure P pensar que
hi trob una escaleta que se'n anava per endins,
amb un escalonet d'or Ç un de plata: P jo per avall,
per aquella escaleta, Ç per avall, p per avall. As-
setsuaxí, senyoreta mia, trob un forn, que ses pa-
les totes soles hep enfornaven ensapmades, Ç en
trepen de cuptes, tot estufades p colradetes, que
fepen menjera. Y jo que dupa una fam, que no sé
com no quepa de cara, vatx dir:—jO que hu deuen
esser de gustosesl.., jen pendré unal Y ha de
creure Ç pensar, senporeta mia, que tot d'una
qu'allareh mú, sent una veu que diu, tota remoles-
ta: —c Quí es que toca axòP Jo responeh:—La co-
mare vella. —jBons tochs p'es morros a la coma-
re vella, que axò no's per ellal (diu sa veu). Y una
pala ja s'aborda a mi, p tochs p més tochs per
aquests morros meus, P, Si no tencfi sort de prende
s'escaleta, m'hauria morta aquella diantre de pala,
senporeta mia.

. —jContau, comareta, contau, que m'agradaul
—torna dir la princesa, amb una veu que ja no pa-
rexía sa metexa, amb uns ups que li comensaven
a ballar, p aquí va fer una micopa sa mitja. A les
hores sí que'n cobraren de Coratje el rep p la rep-
",NA
78,"LA PRINCESA BELLA 79
na p ses dames. Si no romperen en bots, crits p
mansballetes, fonch per por de no entrecuptarse,
p no espenparho tot, com e-hu tenien a bon port,
fonch per no tapar es vent a sa japeta, que seguia
sa seua contarella sense desmapar gens:

—Y ha de creure, senyoreta mia, que torn es-
ser partida per avall p per avall, per aquella esca-
leta, Ç per avall Ç per avall. Assetsuaxí trob una
cupna, ben gran ben gran, reblits els ollers p pa-.
rets d'olles, perols, pelles, casseroles p motlos
d'aram p d'estany, p demunt es fogons una partida
d'olles que bollien a la vela, sense ningú que los
anús derrera. M'hi acost, p dins totes e-hi havia O
pel o ploma. Jo, amb aquella fam que me feya veu-
re estels, dich: —YO quin brou tan bol pbé'm ven-
drú, en que no més sia una escudelletal En vetx
una de buyda, destap un'olla, e-hi afich sa cupe-
ra, p tot d'una sent una veu que diu, tota remoles-
ta: se Qui es qui toca axò2 Jo responch: —La co- 3
mare vella. -—iBons tochs p'es morros a la comare
vella, qu'axò no's per ellal (diu sa veu). Y sa cupera
metexa que jo tenia, ja s'aborda a mi, P tochs p
més tochs per aquests morros meus, P Si no tench
sort de pendre s'escaleta, me matava aquella po-
lissona de cupera: no tenia remep, senyoreta mia.

—jContau, comareta, contau, que m'agradaul
—diu aquí la princesa, amb una veu ja ben estil'la-
da, amb unes colors per sa cara P es brassos, que
no semblava sa metexa atlota. Aquí ja va fer sa
mitja a la descuberta, p digué:
",NA
